name	strain_name	ST	Revised_Source_Niche	Revised_Source_Type	Intestinal_or_Extraintestinal	Collection_Year	Collection	State	Biosample number	Assembly accession	SRA Accession	Bio Project ID	IncF_RST	cgMLST cluster (40 allelic distance)	PopPunk Cluster (Clusters merged by PopPunk are separated by underscores)																																																				
AUSMDU00039055	AUSMDU00039055	10	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064079	NA	SRR28786095	PRJNA857526	F10:A-:B65	552	5_1020_1036_1160																																																				
AUSMDU00039105	AUSMDU00039105	10	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064080	NA	SRR28786094	PRJNA857526	F95:A-:B-	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00039106	AUSMDU00039106	452	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064081	NA	SRR28786093	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	186																																																				
AUSMDU00039343	AUSMDU00039343	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN41064083	NA	SRR28786091	PRJNA857526	F29:A-:B10	81	4																																																				
AUSMDU00039407	AUSMDU00039407	7368	Human	Human	Intestinal	2019	MDU	VIC	SAMN41064082	NA	SRR28786092	PRJNA857526	F4:A-:B10	371	5_1020_1036_1160																																																				
AUSMDU00039410	AUSMDU00039410	457	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033346	NA	SRR15116188	PRJNA529744	F36!/F31!:A4:B1	151	75_529_1051																																																				
AUSMDU00039450	AUSMDU00039450	176	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033347	NA	SRR15116187	PRJNA529744	F-:A-:B-	713	1094																																																				
AUSMDU00039512	AUSMDU00039512	1193	Human	Human	Unknown	2019	MDU	VIC	SAMN41064084	NA	SRR28786090	PRJNA857526	F-:A1:B10	20	15																																																				
AUSMDU00039614	AUSMDU00039614	224	Human	Human	Intestinal	2019	MDU	VIC	SAMN20033348	NA	SRR15116186	PRJNA529744	F48:A1:B49	367	88																																																				
AUSMDU00039655	AUSMDU00039655	405	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033349	NA	SRR15116185	PRJNA529744	F59!/F1!:A1:B20	333	24																																																				
AUSMDU00039680	AUSMDU00039680	131	Human	Human	Extraintestinal	2019	MDU	VIC	SAMN20033350	NA	SRR15116184	PRJNA529744	F1:A2:B20	46	4																																																				
AUSMDU00039814	AUSMDU00039814	354	Human	Human	Unknown	2019	MDU	VIC	SAMN20033352	NA	SRR15116182	PRJNA529744	F2:A1:B32	1	76_548																																																				
AUSMDU00040126	AUSMDU00040126	448	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033354	NA	SRR15116179	PRJNA529744	F36:A-:B32	Unclustered (Singleton)	90																																																				
AUSMDU00040128	AUSMDU00040128	2011	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033355	NA	SRR15116178	PRJNA529744	F36:A-:B32	499	31_757_1000																																																				
AUSMDU00040137	AUSMDU00040137	410	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033356	NA	SRR15116177	PRJNA529744	F36!/F31!:A4:B1	Unclustered (Singleton)	12																																																				
AUSMDU00040257	AUSMDU00040257	399	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033357	NA	SRR15116176	PRJNA529744	F-:A13*:B-	Unclustered (Singleton)	65_1225_1364																																																				
AUSMDU00040301	AUSMDU00040301	1193	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064085	NA	SRR28786088	PRJNA857526	F-:A1:B10	20	15																																																				
AUSMDU00040302	AUSMDU00040302	1193	Human	Human	Unknown	2020	MDU	VIC	SAMN41064086	NA	SRR28786087	PRJNA857526	F-:A1:B10	360	15																																																				
AUSMDU00040329	AUSMDU00040329	5292	Human	Human	Unknown	2019	MDU	VIC	SAMN41064087	NA	SRR28786086	PRJNA857526	F95!/F35!:A-:B45	425	39																																																				
AUSMDU00040566	AUSMDU00040566	52	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064088	NA	SRR28786085	PRJNA857526	F4:A-:B-	Unclustered (Singleton)	507																																																				
AUSMDU00040616	AUSMDU00040616	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064089	NA	SRR28786084	PRJNA857526	F36!/F31!:A4:B1	346	4																																																				
AUSMDU00040707	AUSMDU00040707	648	Human	Human	Unknown	2020	MDU	VIC	SAMN41064090	NA	SRR28786019	PRJNA857526	F2:A-:B-	Unclustered (Singleton)	31_757_1000																																																				
AUSMDU00040708	AUSMDU00040708	5292	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064091	NA	SRR28786018	PRJNA857526	F95!/F35!:A-:B45	425	39																																																				
AUSMDU00040769	AUSMDU00040769	648	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033361	NA	SRR15116172	PRJNA529744	F-:A-:B-	250	31_757_1000																																																				
AUSMDU00040840	AUSMDU00040840	95	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064092	NA	SRR28786017	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	9_1394																																																				
AUSMDU00040856	AUSMDU00040856	452	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064093	NA	SRR28786016	PRJNA857526	F46:A-:B24	Unclustered (Singleton)	712																																																				
AUSMDU00040857	AUSMDU00040857	6317	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064094	NA	SRR28786015	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	186																																																				
AUSMDU00040860	AUSMDU00040860	10	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064095	NA	SRR28786013	PRJNA857526	F95:A-:B65	552	5_1020_1036_1160																																																				
AUSMDU00040867	AUSMDU00040867	12372	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033362	NA	SRR15116171	PRJNA529744	F-:A-:B-	Unclustered (Singleton)	1602																																																				
AUSMDU00040928	AUSMDU00040928	1193	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033363	NA	SRR15116169	PRJNA529744	F-:A1:B10	20	15																																																				
AUSMDU00040932	AUSMDU00040932	1193	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033364	NA	SRR15116168	PRJNA529744	F-:A-:B-	360	15																																																				
AUSMDU00041340	AUSMDU00041340	405	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033365	NA	SRR15116167	PRJNA529744	F2:A4:B-	236	24																																																				
AUSMDU00041373	AUSMDU00041373	405	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033366	NA	SRR15116166	PRJNA529744	F36!/F31!:A4:B1	1321	24																																																				
AUSMDU00041426	AUSMDU00041426	10	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064096	NA	SRR28786012	PRJNA857526	F59:A-:B-	388	5_1020_1036_1160																																																				
AUSMDU00041492	AUSMDU00041492	405	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064097	NA	SRR28786011	PRJNA857526	F1:A1:B16	Unclustered (Singleton)	24																																																				
AUSMDU00041500	AUSMDU00041500	405	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033367	NA	SRR15116165	PRJNA529744	F36!/F31!:A4:B1	49	24																																																				
AUSMDU00041549	AUSMDU00041549	38	Human	Human	Unknown	2020	MDU	VIC	SAMN20033368	NA	SRR15116164	PRJNA529744	F-:A-:B-	116	20_785																																																				
AUSMDU00041598	AUSMDU00041598	504	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064099	NA	SRR28786009	PRJNA857526	F95:A-:B45	Unclustered (Singleton)	39																																																				
AUSMDU00041640	AUSMDU00041640	1236	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033369	NA	SRR15116163	PRJNA529744	F29:A-:B10	Unclustered (Singleton)	194																																																				
AUSMDU00041685	AUSMDU00041685	315	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064098	NA	SRR28786010	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	20_785																																																				
AUSMDU00041715	AUSMDU00041715	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064100	NA	SRR28786008	PRJNA857526	F36:A4:B1	17	4																																																				
AUSMDU00041898	AUSMDU00041898	8346	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033370	NA	SRR15116162	PRJNA529744	F-:A-:B-	611	479																																																				
AUSMDU00041915	AUSMDU00041915	2279	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064101	NA	SRR28786007	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	4																																																				
AUSMDU00042164	AUSMDU00042164	405	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033371	NA	SRR15116161	PRJNA529744	F1:A1:B49	302	24																																																				
AUSMDU00042167	AUSMDU00042167	2659	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033372	NA	SRR15116160	PRJNA529744	F36!/F31!:A4:B1	Unclustered (Singleton)	1060																																																				
AUSMDU00042174	AUSMDU00042174	59	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064102	NA	SRR28786006	PRJNA857526	F29:A-:B10	Unclustered (Singleton)	32																																																				
AUSMDU00042359	AUSMDU00042359	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033373	NA	SRR15116157	PRJNA529744	F2*:A1:B63	59	4																																																				
AUSMDU00042379	AUSMDU00042379	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033376	NA	SRR15116154	PRJNA529744	F1:A2:B20	22	4																																																				
AUSMDU00042383	AUSMDU00042383	410	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033374	NA	SRR15116156	PRJNA529744	F1:A1:B49	98	12																																																				
AUSMDU00042431	AUSMDU00042431	361	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033375	NA	SRR15116155	PRJNA529744	F-:A-:B-	Unclustered (Singleton)	86																																																				
AUSMDU00042437	AUSMDU00042437	10	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064103	NA	SRR28786005	PRJNA857526	F-:A-:B11*	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00042569	AUSMDU00042569	59	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064104	NA	SRR28786004	PRJNA857526	F95!/F29!:A-:B10	Unclustered (Singleton)	32																																																				
AUSMDU00042652	AUSMDU00042652	69	Human	Human	Unknown	2020	MDU	VIC	SAMN41064105	NA	SRR28786001	PRJNA857526	F2!/F10!:A-:B1	458	10																																																				
AUSMDU00042763	AUSMDU00042763	69	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033377	NA	SRR15116153	PRJNA529744	F52:A6*:B48	674	10																																																				
AUSMDU00042766	AUSMDU00042766	405	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033378	NA	SRR15116152	PRJNA529744	F1:A2:B33	140	24																																																				
AUSMDU00042769	AUSMDU00042769	12371	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033379	NA	SRR15116151	PRJNA529744	F2:A-:B-	215	24																																																				
AUSMDU00042794	AUSMDU00042794	83	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033380	NA	SRR15116150	PRJNA529744	F4:A-:B-	559	148																																																				
AUSMDU00043601	AUSMDU00043601	-102	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033381	NA	SRR15116149	PRJNA529744	F36!/F31!:A4:B1	864	12																																																				
AUSMDU00043768	AUSMDU00043768	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033382	NA	SRR15116148	PRJNA529744	F-:A1:B16	289	4																																																				
AUSMDU00043769	AUSMDU00043769	515	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033383	NA	SRR15116146	PRJNA529744	F46:A-:B-	Unclustered (Singleton)	530																																																				
AUSMDU00044049	AUSMDU00044049	7458	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064106	NA	SRR28786000	PRJNA857526	F24:A-:B1	Unclustered (Singleton)	971_1144																																																				
AUSMDU00044080	AUSMDU00044080	457	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033385	NA	SRR15116144	PRJNA529744	C4:A-:B1	2433	75_529_1051																																																				
AUSMDU00044083	AUSMDU00044083	46	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033386	NA	SRR15116143	PRJNA529744	F1:A1:B20	394	603																																																				
AUSMDU00044107	AUSMDU00044107	1193	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064107	NA	SRR28785999	PRJNA857526	F-:A1:B10	20	15																																																				
AUSMDU00044332	AUSMDU00044332	648	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033388	NA	SRR15116141	PRJNA529744	F1:A1:B1	249	31_757_1000																																																				
AUSMDU00044335	AUSMDU00044335	167	Human	Human	Intestinal	2020	MDU	VIC	SAMN20033390	NA	SRR15116139	PRJNA529744	F36!/F31!:A4:B1	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00044368	AUSMDU00044368	2016	Human	Human	Unknown	2020	MDU	VIC	SAMN20033392	NA	SRR15116137	PRJNA529744	F-:A-:B-	Unclustered (Singleton)	471																																																				
AUSMDU00044395	AUSMDU00044395	405	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033393	NA	SRR15116135	PRJNA529744	F36!/F31!:A4:B1	140	24																																																				
AUSMDU00044422	AUSMDU00044422	1193	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033394	NA	SRR15116134	PRJNA529744	F-:A1:B10	20	15																																																				
AUSMDU00044651	AUSMDU00044651	1722	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033396	NA	SRR15116132	PRJNA529744	F36!/F35!/F31!:A4:B37	168	190																																																				
AUSMDU00044749	AUSMDU00044749	7368	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064109	NA	SRR28785997	PRJNA857526	F4:A-:B10	371	5_1020_1036_1160																																																				
AUSMDU00045069	AUSMDU00045069	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN20033397	NA	SRR15116131	PRJNA529744	F2:A1:B63	Unclustered (Singleton)	4																																																				
AUSMDU00045277	AUSMDU00045277	1193	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064108	NA	SRR28785998	PRJNA857526	F-:A1:B20	Unclustered (Singleton)	15																																																				
AUSMDU00045372	AUSMDU00045372	1193	Human	Human	Unknown	2020	MDU	VIC	SAMN41064110	NA	SRR28785996	PRJNA857526	F-:A1:B20	20	15																																																				
AUSMDU00045655	AUSMDU00045655	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064114	NA	SRR28785992	PRJNA857526	F1*:A2:B20	12	25																																																				
AUSMDU00045844	AUSMDU00045844	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064115	NA	SRR28785990	PRJNA857526	F98!/F55!:A-:B-	Unclustered (Singleton)	25																																																				
AUSMDU00045873	AUSMDU00045873	1011	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064116	NA	SRR28785989	PRJNA857526	C4:A-:B1	Unclustered (Singleton)	168																																																				
AUSMDU00045885	AUSMDU00045885	28	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064117	NA	SRR28785988	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	52																																																				
AUSMDU00045888	AUSMDU00045888	131	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064118	NA	SRR28785942	PRJNA857526	F1:A2:B20	170	25																																																				
AUSMDU00045967	AUSMDU00045967	3075	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064111	NA	SRR28785995	PRJNA857526	F8:A-:B-	Unclustered (Singleton)	415																																																				
AUSMDU00046205	AUSMDU00046205	10	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064119	NA	SRR28785941	PRJNA857526	F10:A-:B65	Unclustered (Singleton)	5_1020_1036_1160																																																				
AUSMDU00046230	AUSMDU00046230	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064120	NA	SRR28785940	PRJNA857526	F36!/F31!:A4:B1	Unclustered (Singleton)	4																																																				
AUSMDU00046347	AUSMDU00046347	73	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064121	NA	SRR28785939	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	8																																																				
AUSMDU00046352	AUSMDU00046352	1423	Human	Human	Unknown	2020	MDU	VIC	SAMN41064122	NA	SRR28785938	PRJNA857526	F-:A-:B-	Unclustered (Singleton)	1601																																																				
AUSMDU00046484	AUSMDU00046484	38	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064123	NA	SRR28785937	PRJNA857526	F29:A4*:B2	Unclustered (Singleton)	20_785																																																				
AUSMDU00046588	AUSMDU00046588	405	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064124	NA	SRR28785936	PRJNA857526	F1:A1:B49	Unclustered (Singleton)	24																																																				
AUSMDU00046684	AUSMDU00046684	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064125	NA	SRR28785934	PRJNA857526	F35!/F1!:A2:B-	45	4																																																				
AUSMDU00046697	AUSMDU00046697	1597	Human	Human	Intestinal	2020	MDU	VIC	SAMN41064126	NA	SRR28785933	PRJNA857526	F25*:A-:B62	Unclustered (Singleton)	159																																																				
AUSMDU00046788	AUSMDU00046788	131	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064127	NA	SRR28785932	PRJNA857526	F1:A2:B20	161	4																																																				
AUSMDU00046798	AUSMDU00046798	15772	Human	Human	Extraintestinal	2020	MDU	VIC	SAMN41064128	NA	SRR28785931	PRJNA857526	F36!/F31!:A4:B1	71	12																																																				
