name	Protein identifier	Contig id	Start	Stop	Strand	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
CP018670		CP018670	65601	65978	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.0	100.0	126	CAA58527.1	copper resistance system metallochaperone PcoC		
CP018670		CP018670	65986	66912	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.0	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD		
CP018670		CP018670	66970	67647	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.0	100.0	226	CAA58529.1	copper response regulator transcription factor PcoR		
CP018670		CP018670	67647	69044	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.0	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS		
CP018670		CP018670	69265	69696	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.0	93.75	144	CAA58532.1	copper resistance system metallochaperone PcoE		
CP021758		CP021758	13675	14124	+	arr-2	NAD(+)--rifampin ADP-ribosyltransferase Arr-2	core	AMR	AMR	RIFAMYCIN	RIFAMYCIN	ALLELEX	150	150	100.0	100.0	150	WP_000237816.1	NAD(+)--rifampin ADP-ribosyltransferase Arr-2		
CP021758		CP021758	16182	16733	+	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	184	184	100.0	100.0	184	WP_022631510.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase		
CP021758		CP021758	17147	17923	+	rmtF1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtF1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	259	259	100.0	100.0	259	WP_015632396.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtF1		
CP021758		CP021758	19578	20207	-	catB	type B chloramphenicol O-acetyltransferase	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	210	210	100.0	100.0	210	WP_031281281.1	type B chloramphenicol O-acetyltransferase		
CP034761		CP034761	35382	36122	+	blaTEM	TEM family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	247	286	86.36	100.0	247	WP_000027057.1	class A broad-spectrum beta-lactamase TEM-1		
CP034761		CP034761	36910	37782	-	blaCTX-M-55	class A extended-spectrum beta-lactamase CTX-M-55	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_015387340.1	class A extended-spectrum beta-lactamase CTX-M-55		
CP034761		CP034761	52514	53305	+	aph(3')-IIa	aminoglycoside O-phosphotransferase APH(3')-IIa	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	264	264	100.0	100.0	264	WP_000572405.1	aminoglycoside O-phosphotransferase APH(3')-IIa		
CP034761		CP034761	53329	53565	+	ble	bleomycin binding protein BLMT	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	PARTIALX	79	126	61.11	96.2	79	WP_000131935.1	bleomycin binding protein BLMT		
CP034761		CP034761	54638	55390	+	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.0	100.0	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1		
CP034761		CP034761	60649	61860	+	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.0	99.75	404	WP_000214122.1	chloramphenicol/florfenicol efflux MFS transporter FloR		
CP034761		CP034761	62466	63662	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.0	99.75	399	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)		
CP034761		CP034761	65001	65834	-	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.0	100.0	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id		
CP034761		CP034761	65837	66661	-	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	275	275	100.0	100.0	275	WP_109545041.1	aminoglycoside O-phosphotransferase APH(3'')-Ib		
CP034761		CP034761	66701	67513	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.0	100.0	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2		
CP034761		CP034761	72056	72526	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14		
KC895984		KC895984	1082	1852	+	spd	ANT(9) family aminoglycoside nucleotidyltransferase Spd	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTX	257	257	100.0	100.0	257	WP_021285909.1	ANT(9) family aminoglycoside nucleotidyltransferase Spd		
KX833071		KX833071	9587	9949	-	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.0	100.0	121	WP_004201167.1	bleomycin binding protein Ble-MBL		
KX833071		KX833071	9956	10765	-	blaNDM-17	subclass B1 metallo-beta-lactamase NDM-17	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.0	100.0	270	WP_076611060.1	subclass B1 metallo-beta-lactamase NDM-17		
CP018118		CP018118	21576	23198	+	mcr-1.1	phosphoethanolamine--lipid A transferase MCR-1.1	core	AMR	AMR	COLISTIN	COLISTIN	ALLELEX	541	541	100.0	100.0	541	WP_049589868.1	phosphoethanolamine--lipid A transferase MCR-1.1		
CP020512		CP020512	923	1732	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	270	270	100.0	100.0	270	WP_023408309.1	subclass B1 metallo-beta-lactamase NDM-5		
CP020512		CP020512	1739	2101	+	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.0	100.0	121	WP_004201167.1	bleomycin binding protein Ble-MBL		
AP019405		AP019405	2	1330	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	PARTIAL_CONTIG_ENDX	443	605	73.22	100.0	443	CAA58525.1	multicopper oxidase PcoA		
AP019405		AP019405	1339	2226	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	BLASTX	296	296	100.0	99.66	296	CAA58526.1	copper-binding protein PcoB		
AP019405		AP019405	2269	2646	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.0	100.0	126	CAA58527.1	copper resistance system metallochaperone PcoC		
AP019405		AP019405	2654	3580	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.0	99.35	309	CAA58528.1	copper resistance inner membrane protein PcoD		
AP019405		AP019405	3638	4315	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.0	100.0	226	CAA58529.1	copper response regulator transcription factor PcoR		
AP019405		AP019405	4315	5712	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.0	99.36	466	CAA58530.1	copper resistance membrane spanning protein PcoS		
AP019405		AP019405	23143	23979	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.0	100.0	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
AP019405		AP019405	25027	25497	-	dfrA1	trimethoprim-resistant dihydrofolate reductase DfrA1	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.0	100.0	157	WP_000777554.1	trimethoprim-resistant dihydrofolate reductase DfrA1		
AP019405		AP019405	26715	27911	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.0	99.75	399	WP_012579085.1	tetracycline efflux MFS transporter Tet(A)		
AP019405		AP019405	44194	45066	-	blaCTX-M-2	class A extended-spectrum beta-lactamase CTX-M-2	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.0	100.0	291	WP_025368620.1	class A extended-spectrum beta-lactamase CTX-M-2		
AP019405		AP019405	53639	54190	+	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	184	184	100.0	100.0	184	WP_012695458.1	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase		
AP019405		AP019405	54270	55007	+	blaIMP-6	subclass B1 metallo-beta-lactamase IMP-6	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	246	246	100.0	100.0	246	WP_032492096.1	subclass B1 metallo-beta-lactamase IMP-6		
AP019405		AP019405	55143	55931	+	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.0	100.0	263	WP_001261740.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2		
AP019405		AP019405	56098	56442	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.0	100.0	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
AP019405		AP019405	56439	57275	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	BLASTX	279	279	100.0	99.64	279	WP_000259032.1	sulfonamide-resistant dihydropteroate synthase Sul1		
AP019405		AP019405	77666	78862	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.0	100.0	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)		
AP019405		AP019405	93782	94435	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.0	100.0	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1		
AP019405		AP019405	96035	96889	-	blaLAP-2	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.0	100.0	285	WP_012477595.1	class A beta-lactamase LAP-2		
AP019405		AP019405	235479	235907	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.0	96.5	143	AAD11743.1	silver-binding protein SilE		
AP019405		AP019405	236161	237633	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	491	491	100.0	100.0	491	SPD96882.1	copper/silver sensor histidine kinase SilS		
AP019405		AP019405	237629	238306	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.0	100.0	226	SPD96883.1	copper/silver response regulator transcription factor SilR		
AP019405		AP019405	238496	239878	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.0	100.0	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC		
AP019405		AP019405	239910	240260	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.0	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF		
AP019405		AP019405	240377	241666	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.0	97.67	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB		
AP019405		AP019405	241680	244823	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.0	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA		
AP019405		AP019405	245459	247924	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.41	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP		
CP028382		CP028382	48718	52794	+	epeA	serine protease autotransporter EpeA	plus	VIRULENCE	VIRULENCE			BLASTX	1359	1359	100.0	99.85	1359	AAL18821.1	serine protease autotransporter EpeA		
CP028382		CP028382	108082	111075	-	ehxA	enterohemolysin EhxA	plus	VIRULENCE	VIRULENCE			BLASTX	998	998	100.0	99.9	998	AAZ76497.1	enterohemolysin EhxA		
CP028382		CP028382	129451	133350	-	espP	serine protease autotransporter EspP	plus	VIRULENCE	VIRULENCE			BLASTX	1300	1300	100.0	99.85	1300	AAZ76514.1	serine protease autotransporter EspP		
CP028382		CP028382	137509	138999	+	saa	autoagglutinating adhesin Saa	plus	VIRULENCE	VIRULENCE			BLASTX	497	516	100.0	95.16	516	AAL26283.1	autoagglutinating adhesin Saa		
CP028382		CP028382	140624	142708	+	iha	bifunctional siderophore receptor/adhesin Iha	plus	VIRULENCE	VIRULENCE			EXACTX	695	695	100.0	100.0	695	AAT68782.1	bifunctional siderophore receptor/adhesin Iha		
CP028382		CP028382	144448	144870	-	subB	subtilase AB5 cytotoxin subunit B	plus	VIRULENCE	VIRULENCE			BLASTX	141	141	100.0	99.29	141	AAT68784.1	subtilase AB5 cytotoxin subunit B		
CP028382		CP028382	144890	145930	-	subA	subtilase AB5 cytotoxin subunit A	plus	VIRULENCE	VIRULENCE			EXACTX	347	347	100.0	100.0	347	AAZ76524.1	subtilase AB5 cytotoxin subunit A		
CP036446		CP036446	64480	65292	+	aph(3')-Ia	aminoglycoside O-phosphotransferase APH(3')-Ia	core	AMR	AMR	AMINOGLYCOSIDE	KANAMYCIN	EXACTX	271	271	100.0	100.0	271	WP_000018329.1	aminoglycoside O-phosphotransferase APH(3')-Ia		
CP026012		CP026012	6504	8222	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE			BLASTX	573	576	99.83	90.09	575	EGI25746.1	aerobactin synthase IucA		
CP026012		CP026012	8229	9173	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE			BLASTX	315	315	100.0	94.6	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB		
CP026012		CP026012	9176	10906	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE			BLASTX	577	580	99.48	92.72	577	AAN82073.1	NIS family aerobactin synthetase IucC		
CP026012		CP026012	12284	14470	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE			BLASTX	729	731	99.73	89.57	729	AAN45165.2	ferric aerobactin receptor IutA		
CP026012		CP026012	42471	43043	-	terE	tellurium resistance cAMP binding protein TerE	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	191	191	100.0	98.95	191	AAA98293.1	tellurium resistance cAMP binding protein TerE		
CP026012		CP026012	43133	43708	-	terD	tellurium resistance membrane protein TerD	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	192	192	100.0	98.96	192	AAA98292.1	tellurium resistance membrane protein TerD		
CP026012		CP026012	43750	44787	-	terC	tellurium resistance membrane protein TerC	plus	STRESS	METAL	TELLURIUM	TELLURIUM	BLASTX	346	346	100.0	99.13	346	AAA98291.1	tellurium resistance membrane protein TerC		
CP026012		CP026012	44814	45266	-	terB	tellurium resistance membrane protein TerB	plus	STRESS	METAL	TELLURIUM	TELLURIUM	EXACTX	151	151	100.0	100.0	151	ACI12150.1	tellurium resistance membrane protein TerB		
CP026012		CP026012	117246	117674	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.0	88.11	143	AAD11743.1	silver-binding protein SilE		
CP026012		CP026012	117928	119400	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	491	491	100.0	98.98	491	SPD96882.1	copper/silver sensor histidine kinase SilS		
CP026012		CP026012	119396	120073	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	226	226	100.0	97.35	226	SPD96883.1	copper/silver response regulator transcription factor SilR		
CP026012		CP026012	120263	121645	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	461	461	100.0	99.35	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC		
CP026012		CP026012	121677	122036	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	120	117	100.0	94.17	120	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF		
CP026012		CP026012	122153	123442	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.0	98.14	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB		
CP026012		CP026012	123456	126599	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.0	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA		
CP026012		CP026012	127235	129700	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP		
CP026012		CP026012	131684	133498	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	BLASTX	605	605	100.0	99.83	605	CAA58525.1	multicopper oxidase PcoA		
CP026012		CP026012	133507	134394	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	BLASTX	296	296	100.0	99.66	296	CAA58526.1	copper-binding protein PcoB		
CP026012		CP026012	134437	134814	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.0	100.0	126	CAA58527.1	copper resistance system metallochaperone PcoC		
CP026012		CP026012	134822	135748	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.0	99.35	309	CAA58528.1	copper resistance inner membrane protein PcoD		
CP026012		CP026012	135806	136483	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.0	100.0	226	CAA58529.1	copper response regulator transcription factor PcoR		
CP026012		CP026012	136483	137880	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.0	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS		
CP026012		CP026012	201617	202729	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE			BLASTX	371	371	100.0	90.3	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB		
CP026012		CP026012	202875	206510	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE			BLASTX	1212	1219	99.51	89.04	1213	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC		
CP026012		CP026012	206624	207850	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE			BLASTX	409	409	100.0	98.78	409	AVE24993.1	catecholate siderophore esterase IroD		
CP026012		CP026012	208313	210484	+	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE			EXACTX	724	724	100.0	100.0	724	BAH65949.1	siderophore salmochelin receptor IroN		
CP026012		CP026012	211891	212289	-	rmpC	mucoid phenotype regulator RmpC	plus	VIRULENCE	VIRULENCE			BLASTX	133	133	100.0	90.23	133	AIK83625.1	mucoid phenotype regulator RmpC		
CP026012		CP026012	212645	212764	-	rmpD	mucoid phenotype synthesis protein RmpD	plus	VIRULENCE	VIRULENCE			EXACTX	40	40	100.0	100.0	40	QIK04195.1	mucoid phenotype synthesis protein RmpD		
CP026012		CP026012	212823	213452	-	rmpA	mucoid phenotype regulator RmpA	plus	VIRULENCE	VIRULENCE			EXACTX	210	210	100.0	100.0	210	AMA27886.1	mucoid phenotype regulator RmpA		
CP041052		CP041052	10020	10829	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	270	270	100.0	99.63	270	WP_004201164.1	subclass B1 metallo-beta-lactamase NDM-1		
CP041052		CP041052	10836	11198	+	ble	bleomycin binding protein Ble-MBL	core	AMR	AMR	BLEOMYCIN	BLEOMYCIN	EXACTX	121	121	100.0	100.0	121	WP_004201167.1	bleomycin binding protein Ble-MBL		
CP041052		CP041052	11787	12581	-	blaDHA	DHA family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	PARTIALX	265	379	69.92	99.62	265	WP_004236386.1	class C beta-lactamase DHA-1		
CP041052		CP041052	13877	14161	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIALX	95	115	82.61	95.79	95	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1		
CP041052		CP041052	14158	14994	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	BLASTX	279	279	100.0	99.64	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1		
CP041052		CP041052	18342	19112	+	armA	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	257	257	100.0	100.0	257	WP_000359986.1	ArmA family 16S rRNA (guanine(1405)-N(7))-methyltransferase		
CP041052		CP041052	21414	22886	+	msr(E)	ABC-F type ribosomal protection protein Msr(E)	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	491	491	100.0	100.0	491	WP_000052512.1	ABC-F type ribosomal protection protein Msr(E)		
CP041052		CP041052	22945	23826	+	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTX	294	294	100.0	100.0	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase		
CP041052		CP041052	28064	28297	-	merE	broad-spectrum mercury transporter MerE	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	78	78	100.0	97.44	78	AAA88371.1	broad-spectrum mercury transporter MerE		
CP041052		CP041052	28297	28659	-	merD	mercury resistance co-regulator MerD	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	121	121	100.0	100.0	121	AAA88370.1	mercury resistance co-regulator MerD		
CP041052		CP041052	28774	29409	-	merB	organomercurial lyase MerB	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	212	212	100.0	100.0	212	AAA88369.1	organomercurial lyase MerB		
CP041052		CP041052	29427	31109	-	merA	mercury(II) reductase	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	561	561	100.0	91.98	561	ACU65296.1	mercury(II) reductase		
CP041052		CP041052	31184	31456	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	91	91	100.0	100.0	91	AAA98223.1	mercury resistance system periplasmic binding protein MerP		
