name	resistance	class_includes_CIA_res	resistance_genes_present	genes	Strain_count_of_AMR_gene_classes	Strain_MDR_status	Strain_CIA_status	Strain_count_of_AMR_genes
AusGEM_00857	Streptomycin	FALSE	1	aadA1,aadA2	6	1	0	7
AusGEM_00857	Chloramphenicol	FALSE	1	cmlA1	6	1	0	7
SRR14160911	Efflux	FALSE	1	acrF*,mdtM*	1	0	0	3
SRR14160911	Other_antimicrobial	FALSE	1	sat2	1	0	0	3
SRR14160911	Streptomycin	FALSE	1	aadA1	1	0	0	3
TEA_E9796	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_TA244	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_M608	Efflux	FALSE	1	mdtM*	0	0	0	1
AusGEM_00944	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	6
AusGEM_00944	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	6
AusGEM_00944	Tetracycline	FALSE	1	tet(A)	5	1	0	6
AusGEM_00944	Sulfonamide	FALSE	1	sul1*,sul2	5	1	0	6
AusGEM_00944	Trimethoprim	FALSE	1	dfrA5	5	1	0	6
AusGEM_00944	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	5	1	0	6
AusGEM_00939	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	6
AusGEM_00939	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	6
AusGEM_00939	Tetracycline	FALSE	1	tet(A)	5	1	0	6
AusGEM_00939	Sulfonamide	FALSE	1	sul2	5	1	0	6
AusGEM_00939	Trimethoprim	FALSE	1	dfrA5	5	1	0	6
AusGEM_00939	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	5	1	0	6
AusGEM_00988	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	6
AusGEM_00988	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	6
AusGEM_00988	Tetracycline	FALSE	1	tet(A)	5	1	0	6
AusGEM_00988	Sulfonamide	FALSE	1	sul2	5	1	0	6
AusGEM_00988	Trimethoprim	FALSE	1	dfrA5	5	1	0	6
AusGEM_00988	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	5	1	0	6
AusGEM_00989	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	6
AusGEM_00989	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	6
AusGEM_00989	Tetracycline	FALSE	1	tet(A)	5	1	0	6
AusGEM_00989	Sulfonamide	FALSE	1	sul2	5	1	0	6
AusGEM_00989	Trimethoprim	FALSE	1	dfrA5	5	1	0	6
AusGEM_00989	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	5	1	0	6
AusGEM_00982	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	6
AusGEM_00982	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	6
AusGEM_00982	Tetracycline	FALSE	1	tet(A)	5	1	0	6
AusGEM_00982	Sulfonamide	FALSE	1	sul2	5	1	0	6
AusGEM_00982	Trimethoprim	FALSE	1	dfrA5	5	1	0	6
AusGEM_00982	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	5	1	0	6
AusGEM_00984	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	6
AusGEM_00984	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	6
AusGEM_00984	Tetracycline	FALSE	1	tet(A)	5	1	0	6
AusGEM_00984	Sulfonamide	FALSE	1	sul2	5	1	0	6
AusGEM_00984	Trimethoprim	FALSE	1	dfrA5	5	1	0	6
AusGEM_00984	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	5	1	0	6
AusGEM_00976	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	6
AusGEM_00976	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	6
AusGEM_00976	Tetracycline	FALSE	1	tet(A)	5	1	0	6
AusGEM_00976	Sulfonamide	FALSE	1	sul2	5	1	0	6
AusGEM_00976	Trimethoprim	FALSE	1	dfrA5	5	1	0	6
AusGEM_00976	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	5	1	0	6
AusGEM_00604	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00038299	Efflux	FALSE	1	acrF*,mdtM*	2	0	0	3
AUSMDU00038299	Sulfonamide	FALSE	1	sul2	2	0	0	3
AUSMDU00038299	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	2	0	0	3
AUSMDU00021417	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
SRR13735336	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_E5953	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00014364	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00014337	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
SRR7724727	Efflux	FALSE	1	mdtM*	0	0	0	1
AUSMDU00037492	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	13
AUSMDU00037492	ESBL	TRUE	1	blaCTX-M-15	8	1	1	13
AUSMDU00037492	Efflux	FALSE	1	acrF*,mdtM*	8	1	1	13
AUSMDU00037492	Other_antimicrobial	FALSE	1	ble,sat2	8	1	1	13
AUSMDU00037492	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	13
AUSMDU00037492	Tetracycline	FALSE	1	tet(B)	8	1	1	13
AUSMDU00037492	Sulfonamide	FALSE	1	sul1	8	1	1	13
AUSMDU00037492	Trimethoprim	FALSE	1	dfrA1,dfrA12	8	1	1	13
AUSMDU00037492	Streptomycin	FALSE	1	aadA2	8	1	1	13
AUSMDU00037492	Macrolide	TRUE	1	erm(B)*,mph(A)	8	1	1	13
AUSMDU00037492	Aztreonam	FALSE	1	ftsI_I336IKYRI	8	1	1	13
AUSMDU00037492	Carbapenemase_(MBL)	TRUE	1	blaNDM-7	8	1	1	13
AUSMDU00037492	Chloramphenicol	FALSE	1	catA1	8	1	1	13
AUSMDU00008614	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	7	1	1	11
AUSMDU00008614	ESBL	TRUE	1	blaCTX-M-15	7	1	1	11
AUSMDU00008614	Efflux	FALSE	1	acrF*,mdtM*	7	1	1	11
AUSMDU00008614	Other_antimicrobial	FALSE	1	sat2	7	1	1	11
AUSMDU00008614	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	7	1	1	11
AUSMDU00008614	Tetracycline	FALSE	1	tet(B)	7	1	1	11
AUSMDU00008614	Trimethoprim	FALSE	1	dfrA1	7	1	1	11
AUSMDU00008614	Streptomycin	FALSE	1	aadA1*	7	1	1	11
AUSMDU00008614	Macrolide	TRUE	1	erm(B)*,mph(A)	7	1	1	11
AUSMDU00008614	Aztreonam	FALSE	1	ftsI_I336IKYRI	7	1	1	11
AUSMDU00008614	Chloramphenicol	FALSE	1	catA1	7	1	1	11
AUSMDU00026853	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	6	1	1	11
AUSMDU00026853	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	6	1	1	11
AUSMDU00026853	Efflux	FALSE	1	acrF*,mdtM*	6	1	1	11
AUSMDU00026853	Other_antimicrobial	FALSE	1	ble,sat2	6	1	1	11
AUSMDU00026853	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	6	1	1	11
AUSMDU00026853	Tetracycline	FALSE	1	tet(B)	6	1	1	11
AUSMDU00026853	Trimethoprim	FALSE	1	dfrA1	6	1	1	11
AUSMDU00026853	Macrolide	TRUE	1	erm(B)*,mph(A)	6	1	1	11
AUSMDU00026853	Aztreonam	FALSE	1	ftsI_N337NYRIN	6	1	1	11
AUSMDU00026853	Carbapenemase_(MBL)	TRUE	1	blaNDM-5	6	1	1	11
AUSMDU00026853	Chloramphenicol	FALSE	1	catA1	6	1	1	11
AUSMDU00015715	ESBL	TRUE	1	blaSHV-12	5	1	1	8
AUSMDU00015715	Efflux	FALSE	1	acrF*,mdtM*	5	1	1	8
AUSMDU00015715	Other_antimicrobial	FALSE	1	sat2	5	1	1	8
AUSMDU00015715	Quinolone	TRUE	1	gyrA_S83A,qnrS1	5	1	1	8
AUSMDU00015715	Tetracycline	FALSE	1	tet(B)	5	1	1	8
AUSMDU00015715	Trimethoprim	FALSE	1	dfrA1	5	1	1	8
AUSMDU00015715	Streptomycin	FALSE	1	aadA1	5	1	1	8
AUSMDU00015715	Carbapenemase	TRUE	1	blaOXA-181	5	1	1	8
AUSMDU00026938	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	6	1	1	12
AUSMDU00026938	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	6	1	1	12
AUSMDU00026938	Efflux	FALSE	1	acrF*,mdtM*	6	1	1	12
AUSMDU00026938	Other_antimicrobial	FALSE	1	ble	6	1	1	12
AUSMDU00026938	Quinolone	TRUE	1	gyrA_D87Y,gyrA_S83L,parC_S80I,parE_E460D	6	1	1	12
AUSMDU00026938	Sulfonamide	FALSE	1	sul1	6	1	1	12
AUSMDU00026938	Trimethoprim	FALSE	1	dfrA12	6	1	1	12
AUSMDU00026938	Streptomycin	FALSE	1	aadA2	6	1	1	12
AUSMDU00026938	Macrolide	TRUE	1	erm(B)*,mph(A)	6	1	1	12
AUSMDU00026938	Aztreonam	FALSE	1	ftsI_N337NYRIN	6	1	1	12
AUSMDU00026938	Carbapenemase_(MBL)	TRUE	1	blaNDM-5	6	1	1	12
AUSMDU00026938	Aminoglycosides_(Ribosomal_methyltransferase)	FALSE	1	rmtB1	6	1	1	12
AUSMDU00010072	ESBL_(AmpC_type)	TRUE	1	blaCMY-141	7	1	1	11
AUSMDU00010072	Efflux	FALSE	1	acrF*,mdtM*	7	1	1	11
AUSMDU00010072	Other_antimicrobial	FALSE	1	ble	7	1	1	11
AUSMDU00010072	Quinolone	TRUE	1	gyrA_D87Y,gyrA_S83L,parC_S80I,parE_E460D	7	1	1	11
AUSMDU00010072	Tetracycline	FALSE	1	tet(A)	7	1	1	11
AUSMDU00010072	Sulfonamide	FALSE	1	sul1	7	1	1	11
AUSMDU00010072	Trimethoprim	FALSE	1	dfrA12	7	1	1	11
AUSMDU00010072	Streptomycin	FALSE	1	aadA2	7	1	1	11
AUSMDU00010072	Macrolide	TRUE	1	mph(A)	7	1	1	11
AUSMDU00010072	Aztreonam	FALSE	1	ftsI_N337NYRIN	7	1	1	11
AUSMDU00010072	Carbapenemase_(MBL)	TRUE	1	blaNDM-5	7	1	1	11
ERR5355774	ESBL_(AmpC_type)	TRUE	1	blaCMY-42	5	1	1	12
ERR5355774	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	1	12
ERR5355774	Efflux	FALSE	1	acrF*,mdtM*	5	1	1	12
ERR5355774	Other_antimicrobial	FALSE	1	ble	5	1	1	12
ERR5355774	Quinolone	TRUE	1	gyrA_D87Y,gyrA_S83L,parC_S80I,parE_E460D	5	1	1	12
ERR5355774	Sulfonamide	FALSE	1	sul1	5	1	1	12
ERR5355774	Trimethoprim	FALSE	1	dfrA12	5	1	1	12
ERR5355774	Streptomycin	FALSE	1	aadA2	5	1	1	12
ERR5355774	Gentamicin	FALSE	1	aac(3)-IIe	5	1	1	12
ERR5355774	Aztreonam	FALSE	1	ftsI_N337NYRIN	5	1	1	12
ERR5355774	Carbapenemase_(MBL)	TRUE	1	blaNDM-4	5	1	1	12
ERR5355774	Aminoglycosides_(Ribosomal_methyltransferase)	FALSE	1	rmtB1	5	1	1	12
AUSMDU00018662	ESBL	TRUE	1	blaCTX-M-15,blaCTX-M-27	2	0	1	4
AUSMDU00018662	Efflux	FALSE	1	acrF*,mdtM*	2	0	1	4
AUSMDU00018662	Quinolone	TRUE	1	qnrS1	2	0	1	4
AUSMDU00018662	Carbapenemase	TRUE	1	blaOXA-48	2	0	1	4
AUSMDU00063299	Efflux	FALSE	1	acrF*,mdtM*	3	1	1	5
AUSMDU00063299	Other_antimicrobial	FALSE	1	ble	3	1	1	5
AUSMDU00063299	Quinolone	TRUE	1	qnrS1	3	1	1	5
AUSMDU00063299	Trimethoprim	FALSE	1	dfrA14	3	1	1	5
AUSMDU00063299	Carbapenemase_(MBL)	TRUE	1	blaNDM-1	3	1	1	5
AUSMDU00019926	ESBL	TRUE	1	blaCTX-M-55	8	1	1	11
AUSMDU00019926	Efflux	FALSE	1	acrF*,mdtM*	8	1	1	11
AUSMDU00019926	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,qnrS1	8	1	1	11
AUSMDU00019926	Tetracycline	FALSE	1	tet(A)*,tet(M)*	8	1	1	11
AUSMDU00019926	Sulfonamide	FALSE	1	sul3	8	1	1	11
AUSMDU00019926	Trimethoprim	FALSE	1	dfrA12	8	1	1	11
AUSMDU00019926	Streptomycin	FALSE	1	aadA2	8	1	1	11
AUSMDU00019926	Macrolide	TRUE	1	mef(B)	8	1	1	11
AUSMDU00019926	Gentamicin	FALSE	1	aac(3)-VIa	8	1	1	11
AUSMDU00019926	Chloramphenicol	FALSE	1	catA2,cmlA1	8	1	1	11
AUSMDU00019926	Chloramphenicol/Florfenicol	FALSE	1	floR*	8	1	1	11
TEA_37_2_AC20	Efflux	FALSE	1	mdtM*	0	0	0	1
AUSMDU00014390	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_7_14_6A	ESBL	TRUE	1	blaCTX-M-1	4	1	1	5
TEA_7_14_6A	Efflux	FALSE	1	acrF*,mdtM*	4	1	1	5
TEA_7_14_6A	Sulfonamide	FALSE	1	sul2	4	1	1	5
TEA_7_14_6A	Trimethoprim	FALSE	1	dfrA17	4	1	1	5
TEA_7_14_6A	Streptomycin	FALSE	1	aadA5	4	1	1	5
AUSMDU00070147	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00021413	Efflux	FALSE	1	mdtM*	0	0	0	1
AUSMDU00070146	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00070148	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00005224	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00014041	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
SRR6952390	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00070144	Efflux	FALSE	1	acrF*,mdtM*	1	0	0	2
AUSMDU00070144	Streptomycin	FALSE	1	aph(3'')-Ib,aph(6)-Id	1	0	0	2
AusGEM_01022	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	7
AusGEM_01022	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	7
AusGEM_01022	Tetracycline	FALSE	1	tet(A)	5	1	0	7
AusGEM_01022	Sulfonamide	FALSE	1	sul1,sul2	5	1	0	7
AusGEM_01022	Trimethoprim	FALSE	1	dfrA5	5	1	0	7
AusGEM_01022	Streptomycin	FALSE	1	aadA1	5	1	0	7
AusGEM_01022	Kanamycin	FALSE	1	aph(3')-IIa	5	1	0	7
AusGEM_00981	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	7
AusGEM_00981	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	7
AusGEM_00981	Tetracycline	FALSE	1	tet(A)	5	1	0	7
AusGEM_00981	Sulfonamide	FALSE	1	sul1,sul2	5	1	0	7
AusGEM_00981	Trimethoprim	FALSE	1	dfrA5	5	1	0	7
AusGEM_00981	Streptomycin	FALSE	1	aadA1	5	1	0	7
AusGEM_00981	Kanamycin	FALSE	1	aph(3')-IIa	5	1	0	7
AusGEM_00935	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	7
AusGEM_00935	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	7
AusGEM_00935	Tetracycline	FALSE	1	tet(A)	5	1	0	7
AusGEM_00935	Sulfonamide	FALSE	1	sul1,sul2	5	1	0	7
AusGEM_00935	Trimethoprim	FALSE	1	dfrA5	5	1	0	7
AusGEM_00935	Streptomycin	FALSE	1	aadA1	5	1	0	7
AusGEM_00935	Kanamycin	FALSE	1	aph(3')-IIa	5	1	0	7
AusGEM_01029	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	7
AusGEM_01029	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	7
AusGEM_01029	Tetracycline	FALSE	1	tet(A)	5	1	0	7
AusGEM_01029	Sulfonamide	FALSE	1	sul1,sul2	5	1	0	7
AusGEM_01029	Trimethoprim	FALSE	1	dfrA5	5	1	0	7
AusGEM_01029	Streptomycin	FALSE	1	aadA1	5	1	0	7
AusGEM_01029	Kanamycin	FALSE	1	aph(3')-IIa	5	1	0	7
AusGEM_01002	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	7
AusGEM_01002	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	7
AusGEM_01002	Tetracycline	FALSE	1	tet(A)	5	1	0	7
AusGEM_01002	Sulfonamide	FALSE	1	sul1,sul2	5	1	0	7
AusGEM_01002	Trimethoprim	FALSE	1	dfrA12,dfrA5	5	1	0	7
AusGEM_01002	Streptomycin	FALSE	1	aadA1,aadA2,aph(3'')-Ib*	5	1	0	7
AusGEM_01002	Kanamycin	FALSE	1	aph(3')-IIa	5	1	0	7
AusGEM_00907	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	6	1	0	8
AusGEM_00907	Efflux	FALSE	1	acrF*,mdtM*	6	1	0	8
AusGEM_00907	Tetracycline	FALSE	1	tet(A)	6	1	0	8
AusGEM_00907	Sulfonamide	FALSE	1	sul2,sul3	6	1	0	8
AusGEM_00907	Trimethoprim	FALSE	1	dfrA12,dfrA5	6	1	0	8
AusGEM_00907	Streptomycin	FALSE	1	aadA1,aadA2,aph(3'')-Ib	6	1	0	8
AusGEM_00907	Chloramphenicol	FALSE	1	cmlA1	6	1	0	8
AusGEM_00907	Kanamycin	FALSE	1	aph(3')-Ia	6	1	0	8
SRR953500	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00014367	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00014326	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00037150	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	5	1	0	6
AUSMDU00037150	Efflux	FALSE	1	acrF*,mdtM*	5	1	0	6
AUSMDU00037150	Tetracycline	FALSE	1	tet(A)	5	1	0	6
AUSMDU00037150	Sulfonamide	FALSE	1	sul1	5	1	0	6
AUSMDU00037150	Trimethoprim	FALSE	1	dfrA1	5	1	0	6
AUSMDU00037150	Streptomycin	FALSE	1	aadA1	5	1	0	6
TEA_TA052	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_M555	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_B764	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_B547	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_TA078	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
TEA_M471	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00038878	Efflux	FALSE	1	mdtM*	0	0	0	1
TEA_H282	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AusGEM_01474	Efflux	FALSE	1	acrF*,mdtM*	1	0	0	3
AusGEM_01474	Beta-lactamase_(narrow-spectrum)	FALSE	1	ampC_C-42T	1	0	0	3
AusGEM_01474	Chloramphenicol	FALSE	1	catA1	1	0	0	3
AusGEM_00487	ESBL	TRUE	1	blaCTX-M-1	4	1	1	5
AusGEM_00487	Efflux	FALSE	1	acrF*,mdtM*	4	1	1	5
AusGEM_00487	Sulfonamide	FALSE	1	sul2	4	1	1	5
AusGEM_00487	Trimethoprim	FALSE	1	dfrA17	4	1	1	5
AusGEM_00487	Streptomycin	FALSE	1	aadA5	4	1	1	5
AusGEM_01477	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	2
AusGEM_01477	Beta-lactamase_(narrow-spectrum)	FALSE	1	ampC_C-42T	0	0	0	2
AusGEM_01476	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	2
AusGEM_01476	Beta-lactamase_(narrow-spectrum)	FALSE	1	ampC_C-42T	0	0	0	2
AUSMDU00034373	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaLAP-2	7	1	1	10
AUSMDU00034373	ESBL	TRUE	1	blaCTX-M-1	7	1	1	10
AUSMDU00034373	Efflux	FALSE	1	acrF*,mdtM*	7	1	1	10
AUSMDU00034373	Quinolone	TRUE	1	qnrS1	7	1	1	10
AUSMDU00034373	Tetracycline	FALSE	1	tet(A)	7	1	1	10
AUSMDU00034373	Sulfonamide	FALSE	1	sul1,sul2	7	1	1	10
AUSMDU00034373	Trimethoprim	FALSE	1	dfrA5	7	1	1	10
AUSMDU00034373	Other_aminoglycoside_resistance_(non-RMT)	FALSE	1	aph(4)-Ia	7	1	1	10
AUSMDU00034373	Gentamicin/Tobramycin/Apramycin	FALSE	1	aac(3)-IVa	7	1	1	10
AUSMDU00034373	Chloramphenicol/Florfenicol	FALSE	1	floR*	7	1	1	10
AusGEM_00622	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
SRR5936493	ESBL_(AmpC_type)	TRUE	1	blaCMY-2	1	0	1	3
SRR5936493	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	1	0	1	3
SRR5936493	Efflux	FALSE	1	mdtM*	1	0	1	3
AusGEM_01151	Efflux	FALSE	1	acrF*,mdtM*	0	0	0	1
AUSMDU00007338	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	4	1	1	6
AUSMDU00007338	ESBL	TRUE	1	blaCTX-M-15	4	1	1	6
AUSMDU00007338	Efflux	FALSE	1	acrF*,mdtM*	4	1	1	6
AUSMDU00007338	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	4	1	1	6
AUSMDU00007338	Tetracycline	FALSE	1	tet(A)	4	1	1	6
AUSMDU00007338	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	4	1	1	6
AUSMDU00004991	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1,blaTEM-1	8	1	1	12
AUSMDU00004991	ESBL	TRUE	1	blaCTX-M-15	8	1	1	12
AUSMDU00004991	Efflux	FALSE	1	acrF*,mdtM*	8	1	1	12
AUSMDU00004991	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A,qnrB2	8	1	1	12
AUSMDU00004991	Tetracycline	FALSE	1	tet(A)	8	1	1	12
AUSMDU00004991	Sulfonamide	FALSE	1	sul1,sul1*	8	1	1	12
AUSMDU00004991	Trimethoprim	FALSE	1	dfrA17	8	1	1	12
AUSMDU00004991	Streptomycin	FALSE	1	aadA5	8	1	1	12
AUSMDU00004991	Macrolide	TRUE	1	mph(A)	8	1	1	12
AUSMDU00004991	Gentamicin	FALSE	1	aac(3)-IId,aac(6')-Ib4	8	1	1	12
AUSMDU00004991	Carbapenemase_(MBL)	TRUE	1	blaIMP-4	8	1	1	12
AUSMDU00004991	Rifamycin	FALSE	1	rpoB_S531F	8	1	1	12
AUSMDU00030909	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	7	1	1	10
AUSMDU00030909	ESBL	TRUE	1	blaCTX-M-15	7	1	1	10
AUSMDU00030909	Efflux	FALSE	1	acrF*,mdtM*	7	1	1	10
AUSMDU00030909	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	7	1	1	10
AUSMDU00030909	Tetracycline	FALSE	1	tet(A)	7	1	1	10
AUSMDU00030909	Sulfonamide	FALSE	1	sul1	7	1	1	10
AUSMDU00030909	Trimethoprim	FALSE	1	dfrA17	7	1	1	10
AUSMDU00030909	Streptomycin	FALSE	1	aadA5	7	1	1	10
AUSMDU00030909	Macrolide	TRUE	1	mph(A)	7	1	1	10
AUSMDU00030909	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	7	1	1	10
AUSMDU00008535	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	7	1	1	9
AUSMDU00008535	ESBL	TRUE	1	blaCTX-M-15	7	1	1	9
AUSMDU00008535	Efflux	FALSE	1	acrF*,mdtM*	7	1	1	9
AUSMDU00008535	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	7	1	1	9
AUSMDU00008535	Tetracycline	FALSE	1	tet(A)	7	1	1	9
AUSMDU00008535	Sulfonamide	FALSE	1	sul1	7	1	1	9
AUSMDU00008535	Trimethoprim	FALSE	1	dfrA17	7	1	1	9
AUSMDU00008535	Streptomycin	FALSE	1	aadA5	7	1	1	9
AUSMDU00008535	Macrolide	TRUE	1	mph(A)	7	1	1	9
AUSMDU00021200	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	8	1	1	11
AUSMDU00021200	ESBL	TRUE	1	blaCTX-M-15	8	1	1	11
AUSMDU00021200	Efflux	FALSE	1	acrF*,mdtM*	8	1	1	11
AUSMDU00021200	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	8	1	1	11
AUSMDU00021200	Tetracycline	FALSE	1	tet(A)	8	1	1	11
AUSMDU00021200	Sulfonamide	FALSE	1	sul1	8	1	1	11
AUSMDU00021200	Trimethoprim	FALSE	1	dfrA17	8	1	1	11
AUSMDU00021200	Streptomycin	FALSE	1	aadA5	8	1	1	11
AUSMDU00021200	Macrolide	TRUE	1	mph(A)	8	1	1	11
AUSMDU00021200	Amikacin/Kanamycin/Tobramycin/Quinolone	TRUE	1	aac(6')-Ib-cr5	8	1	1	11
AUSMDU00021200	Chloramphenicol	FALSE	1	catA1	8	1	1	11
AUSMDU00007564	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaOXA-1	7	1	1	10
AUSMDU00007564	ESBL	TRUE	1	blaCTX-M-15	7	1	1	10
AUSMDU00007564	Efflux	FALSE	1	acrF*,mdtM*	7	1	1	10
AUSMDU00007564	Quinolone	TRUE	1	gyrA_D87N,gyrA_S83L,parC_S80I,parE_S458A	7	1	1	10
AUSMDU00007564	Tetracycline	FALSE	1	tet(A)	7	1	1	10
AUSMDU00007564	Sulfonamide	FALSE	1	sul1	7	1	1	10
AUSMDU00007564	Trimethoprim	FALSE	1	dfrA17	7	1	1	10
AUSMDU00007564	Streptomycin	FALSE	1	aadA5	7	1	1	10
AUSMDU00007564	Macrolide	TRUE	1	mph(A)	7	1	1	10
AUSMDU00007564	Amikacin/Kanamycin/Tobramycin	FALSE	1	aac(6')-Ib	7	1	1	10
SRR6456016	ESBL_(AmpC_type)	TRUE	1	blaCMY-2	8	1	1	10
SRR6456016	Beta-lactamase_(not_ESBL_or_carbapenemase)	FALSE	1	blaTEM-1	8	1	1	10
